theta0_degrees,theta_reference_degrees,theta_segment_degrees,delta_reference_degrees,delta_reference_abs_degrees,delta_segment_degrees,delta_segment_abs_degrees,segment_reference_error_degrees,segment_reference_error_abs_degrees,angle_decomposition_residual,tau0,family_plain,forward_arc_iota_degrees,backward_arc_iota_degrees,s_ref_min,s_ref_max,q_ref_min,q_ref_max,q_ref_abs_max,lateral_width_reference_path,longitudinal_width_reference_path,required_strip_width,required_strip_width_one_sided
97.5,98.07181000630752,81.23996694987524,-0.5718100063075076,0.5718100063075076,16.26003305012476,16.26003305012476,-16.83184305643227,16.83184305643227,0.0,-1,C,16.26003305012476,0.0,2.629144741524291e-16,0.2047100290673818,-0.03133171511287981,7.484691792837182e-17,0.03133171511287981,0.03133171511287989,0.20471002906738156,0.4613317151128799,0.24633171511287982
98.0,98.07181000630752,81.21797268940364,-0.07181000630751316,0.07181000630751316,16.782027310596355,16.782027310596355,-16.853837316903867,16.853837316903867,0.0,-1,C,16.78202731059635,0.0,2.3358507713634505e-16,0.21136852792337588,-0.03144904211501284,-3.312683401713552e-17,0.03144904211501284,0.03144904211501281,0.21136852792337565,0.4614490421150128,0.24644904211501284
98.5,98.07181000630752,81.1952712578123,0.42818999369249394,0.42818999369249394,17.304728742187713,17.304728742187713,-16.876538748495218,16.876538748495218,8.673617379884035e-19,-1,C,17.30472874218772,0.0,8.244179193047473e-17,0.21803571328526478,-0.031513336438683405,1.975771304291327e-05,0.031513336438683405,0.03153309415172632,0.2180357132852647,0.46153309415172633,0.2465133364386834
99.0,98.07181000630752,81.17186162199847,0.9281899936924882,0.9281899936924882,17.828138378001523,17.828138378001523,-16.899948384309035,16.899948384309035,0.0,-1,C,17.828138378001526,0.0,9.618209058555385e-17,0.2247111080355894,-0.031524613701745884,9.599014347404671e-05,0.031524613701745884,0.03162060384521993,0.22471110803558933,0.4616206038452199,0.2465246137017459
99.5,98.07181000630752,81.14774280954207,1.4281899936924953,1.4281899936924953,18.352257190457948,18.352257190457948,-16.924067196765453,16.924067196765453,0.0,-1,C,18.352257190457944,0.0,2.4732537579142417e-16,0.23139423423472524,-0.03148289388140032,0.00022712275460263573,0.03148289388140032,0.03171001663600295,0.231394234234725,0.461710016636003,0.24648289388140032
100.0,98.07181000630752,81.12291390976687,1.92818999369249,1.92818999369249,18.877086090233142,18.877086090233142,-16.948896096540647,16.948896096540647,-4.85722573273506e-17,-1,C,18.877086090233146,0.0,2.629144741524291e-16,0.23808461314429777,-0.03138820130954363,0.00041453064360842136,0.03138820130954363,0.03180273195315205,0.23808461314429752,0.461802731953152,0.24638820130954364
100.5,98.07181000630752,81.09737407480758,2.428189993692497,2.428189993692497,19.40262592519243,19.40262592519243,-16.974435931499933,16.974435931499933,-5.551115123125783e-17,-1,C,19.40262592519243,0.0,9.803089029147969e-17,0.24478176525055967,-0.03124056466759891,0.0006567833779716197,0.03124056466759891,0.031897348045570525,0.24478176525055956,0.46189734804557053,0.24624056466759892
101.0,98.07181000630752,81.07112252068286,2.928189993692491,2.928189993692491,19.928877479317137,19.928877479317137,-17.00068748562465,17.00068748562465,5.551115123125783e-17,-1,C,19.928877479317148,0.0,1.0992238924063297e-16,0.25148521028771437,-0.031040016980816397,0.000955064446881482,0.031040016980816397,0.03199508142769788,0.25148521028771426,0.46199508142769785,0.2460400169808164
101.5,98.07181000630752,81.04415852837319,3.4281899936924853,3.4281899936924853,20.45584147162681,20.45584147162681,-17.027651477934327,17.027651477934327,0.0,-1,C,20.455841471626815,0.0,1.2551148760163792e-16,0.2581944672612033,-0.0307865956120452,0.001309447752539802,0.0307865956120452,0.032096043364585,0.2581944672612032,0.462096043364585,0.2457865956120452
102.0,98.07181000630752,81.01648144490403,3.9281899936924924,3.9281899936924924,20.983518555095973,20.983518555095973,-17.05532856140348,17.05532856140348,0.0,-1,C,20.983518555095976,0.0,2.4732537579142417e-16,0.26490905447095187,-0.03048034225497657,0.00171905841605738,0.03048034225497657,0.032199400671033954,0.26490905447095164,0.46219940067103393,0.24548034225497656
102.5,98.07181000630752,80.98809068443362,4.428189993692487,4.428189993692487,21.51190931556638,21.51190931556638,-17.083719321873893,17.083719321873893,0.0,-1,C,21.51190931556639,0.0,2.354338768422709e-16,0.27162848953457686,-0.03012130292684924,0.002184930158513803,0.03012130292684924,0.03230623308536304,0.27162848953457663,0.462306233085363,0.24512130292684925
103.0,98.07181000630752,80.9589857293448,4.928189993692494,4.928189993692494,22.041014270655207,22.041014270655207,-17.112824276962716,17.112824276962716,0.0,-1,C,22.041014270655207,0.0,8.244179193047473e-17,0.27835228941056667,-0.029709527960621186,0.0027067139590197602,0.029709527960621186,0.032416241919640945,0.2783522894105666,0.4624162419196409,0.24470952796062118
103.5,98.07181000630752,80.92916613134103,5.428189993692487,5.428189993692487,22.570833868658966,22.570833868658966,-17.14264387496648,17.14264387496648,4.163336342344337e-17,-1,C,22.570833868658966,0.0,9.803089029147969e-17,0.285079970421427,-0.029245071996601313,0.0032832868028914767,0.029245071996601313,0.03252835879949279,0.2850799704214269,0.4625283587994928,0.2442450719966013
104.0,98.07181000630752,80.89863151254538,5.928189993692495,5.928189993692495,23.101368487454625,23.101368487454625,-17.173178493762126,17.173178493762126,-5.551115123125783e-17,-1,C,23.101368487454632,0.0,2.4732537579142417e-16,0.2918110482768062,-0.028727993973541376,0.0039146939090257595,0.028727993973541376,0.032642687882567134,0.291811048276806,0.4626426878825671,0.24372799397354136
104.5,98.07181000630752,80.86738156660306,6.428189993692491,6.428189993692491,23.63261843339695,23.63261843339695,-17.20442843970446,17.20442843970446,1.3877787807814457e-17,-1,C,23.632618433396956,0.0,2.629144741524291e-16,0.29854503809659255,-0.028158357119183363,0.0046033107934862405,0.028158357119183363,0.0327616679126696,0.2985450380965923,0.4627616679126696,0.24315835711918335
105.0,98.07181000630752,80.83541605978628,6.928189993692496,6.928189993692496,24.164583940213717,24.164583940213717,-17.236393946521225,17.236393946521225,4.163336342344337e-17,-1,C,24.164583940213728,0.0,9.803089029147969e-17,0.3052814544340028,-0.027536228940264924,0.005345425052676817,0.027536228940264924,0.03288165399294174,0.3052814544340027,0.46288165399294173,0.24253622894026491
105.5,98.07181000630752,80.80273483210156,7.428189993692491,7.428189993692491,24.697265167898447,24.697265167898447,-17.269075174205952,17.269075174205952,-5.551115123125783e-17,-1,C,24.697265167898447,0.0,9.803089029147969e-17,0.31201981129865114,-0.026861681211975623,0.006144472374473585,0.026861681211975623,0.033006153586449205,0.31201981129865103,0.4630061535864492,0.24186168121197563
106.0,98.07181000630752,80.76933779839827,7.928189993692485,7.928189993692485,25.230662201601728,25.230662201601728,-17.302472207909243,17.302472207909243,0.0,-1,C,25.230662201601735,0.0,8.244179193047473e-17,0.31875962217961457,-0.02613478996686681,0.006998440589660328,0.02613478996686681,0.033133230556527137,0.3187596221796145,0.4631332305565271,0.2411347899668668
106.5,98.07181000630752,80.73522494947895,8.428189993692493,8.428189993692493,25.764775050521052,25.764775050521052,-17.336585056828557,17.336585056828557,0.0,-1,C,25.76477505052105,0.0,2.629144741524291e-16,0.3255004000684926,-0.02535563548321205,0.007906339354948121,0.02535563548321205,0.03326197483816017,0.32550040006849235,0.4632619748381602,0.24035563548321204
107.0,98.07181000630752,80.70039635321018,8.928189993692486,8.928189993692486,26.299603646789816,26.299603646789816,-17.371413653097328,17.371413653097328,0.0,-1,C,26.299603646789812,0.0,2.4732537579142417e-16,0.33224165748246803,-0.024524302272815365,0.008870342370314198,0.024524302272815365,0.033394644643129565,0.3322416574824678,0.46339464464312957,0.23952430227281535
107.5,98.07181000630752,80.66485215563361,9.428189993692493,9.428189993692493,26.8351478443664,26.8351478443664,-17.40695785067391,17.40695785067391,5.551115123125783e-17,-1,C,26.835147844366396,0.0,1.3740298655079121e-16,0.33898290648737944,-0.02364087906826967,0.009890334293214677,0.02364087906826967,0.03353121336148435,0.33898290648737933,0.46353121336148434,0.23864087906826967
108.0,98.07181000630752,80.62859258207702,9.928189993692488,9.928189993692488,27.371407417922985,27.371407417922985,-17.443217424230493,17.443217424230493,-5.551115123125783e-17,-1,C,27.37140741792298,0.0,9.803089029147969e-17,0.34572365872080013,-0.02270545880966062,0.010964832352157297,0.02270545880966062,0.03367029116181792,0.3457236587208,0.4636702911618179,0.23770545880966062
108.5,98.07181000630752,80.59161793826418,10.428189993692495,10.428189993692495,27.908382061735836,27.908382061735836,-17.48019206804334,17.48019206804334,0.0,-1,C,27.90838206173584,0.0,2.4732537579142417e-16,0.35246342541514203,-0.021718138630717695,0.01209400629941163,0.021718138630717695,0.03381214493012932,0.3524634254151418,0.46381214493012934,0.2367181386307177
109.0,98.07181000630752,80.553928611424,10.92818999369249,10.92818999369249,28.44607138857601,28.44607138857601,-17.51788139488352,17.51788139488352,0.0,-1,C,28.446071388576016,0.0,2.4732537579142417e-16,0.3592017174207734,-0.020679019844409903,0.013277939797040068,0.020679019844409903,0.03395695964144997,0.35920171742077317,0.46395695964144995,0.2356790198444099
109.5,98.07181000630752,80.51552507139706,11.428189993692497,11.428189993692497,28.98447492860295,28.98447492860295,-17.55628493491045,17.55628493491045,0.0,-1,C,28.984474928602953,0.0,7.055029298132144e-17,0.3659380452291817,-0.01958820792798898,0.014516629888818584,0.01958820792798898,0.034104837816807565,0.36593804522918166,0.46410483781680756,0.23458820792798898
110.0,98.07181000630752,80.47640787174025,11.928189993692492,11.928189993692492,29.523592128259747,29.523592128259747,-17.59540213456726,17.59540213456726,0.0,-1,C,29.523592128259747,0.0,7.055029298132144e-17,0.37267191899616026,-0.01844581250747663,0.015809986473273942,0.01844581250747663,0.03425579898075057,0.3726719189961602,0.46425579898075053,0.23344581250747662
110.5,98.07181000630752,80.43657765082837,12.428189993692484,12.428189993692484,30.06342234917163,30.06342234917163,-17.635232355479147,17.635232355479147,-2.7755575615628914e-17,-1,C,30.06342234917164,0.0,5.4961194620316486e-17,0.3794028485650407,-0.017251947341594125,0.01715783177797503,0.017251947341594125,0.034409779119569155,0.37940284856504064,0.46440977911956915,0.23225194734159413
111.0,98.07181000630752,80.39603513295141,12.928189993692492,12.928189993692492,30.603964867048585,30.603964867048585,-17.675774873356094,17.675774873356094,0.0,-1,C,30.603964867048585,0.0,2.1984477848126595e-16,0.38613034348998126,-0.016006730305142113,0.018559899835321685,0.018559899835321685,0.034566630140463794,0.38613034348998104,0.4645666301404638,0.2335598998353217
111.5,98.07181000630752,80.35478112940848,13.428189993692486,13.428189993692486,31.14521887059152,31.14521887059152,-17.717028876899036,17.717028876899036,0.0,-1,C,31.14521887059152,0.0,2.354338768422709e-16,0.392853913059304,-0.014710283371822766,0.020015835960198576,0.020015835960198576,0.03472611933202134,0.3928539130593038,0.46472611933202135,0.23501583596019857
112.0,98.07181000630752,80.31281653959614,13.928189993692493,13.928189993692493,31.68718346040386,31.68718346040386,-17.758993466711367,17.758993466711367,0.0,-1,C,31.687183460403865,0.0,1.0992238924063297e-16,0.39957306631889944,-0.013362732596508692,0.021525196229980965,0.021525196229980965,0.03488792882648965,0.39957306631889933,0.46488792882648966,0.23652519622998097
112.5,98.07181000630752,80.27014235209157,14.428189993692488,14.428189993692488,32.229857647908425,32.229857647908425,-17.801667654215937,17.801667654215937,-5.551115123125783e-17,-1,C,32.22985764790843,0.0,7.055029298132144e-17,0.40628731209570307,-0.011964208096959417,0.02309172872688975,0.02309172872688975,0.035055936823849165,0.406287312095703,0.46505593682384916,0.23809172872688975
113.0,98.07181000630752,80.22675964572902,14.928189993692492,14.928189993692492,32.77324035427099,32.77324035427099,-17.845050360578497,17.845050360578497,-5.551115123125783e-17,-1,C,32.77324035427099,0.0,1.8047268222195442e-16,0.41299615902125086,-0.010514844034987713,0.02471187728634839,0.02471187728634839,0.0352267213213361,0.4129961590212507,0.4652267213213361,0.23971187728634838
113.5,98.07181000630752,80.18266959067022,15.42818999369249,15.42818999369249,33.317330409329784,33.317330409329784,-17.88914041563729,17.88914041563729,-5.551115123125783e-17,-1,C,33.31733040932979,0.0,1.8047268222195442e-16,0.41969911555531403,-0.009014778597071022,0.02638461121573837,0.02638461121573837,0.03539938981280939,0.41969911555531386,0.46539938981280937,0.24138461121573837
114.0,98.07181000630752,80.13787344946628,15.928189993692497,15.928189993692497,33.86212655053372,33.86212655053372,-17.93393655684123,17.93393655684123,0.0,-1,C,33.86212655053372,0.0,5.4961194620316486e-17,0.42639569000963673,-0.0074641539744187,0.028109168076453403,0.028109168076453403,0.0355733220508721,0.4263956900096367,0.4655733220508721,0.24310916807645339
114.5,98.07181000630752,80.09237257811189,16.428189993692495,16.428189993692495,34.407627421888115,34.407627421888115,-17.979437428195624,17.979437428195624,5.551115123125783e-17,-1,C,34.40762742188812,0.0,5.4961194620316486e-17,0.4330853905717727,-0.0058631163424903935,0.029890935564231325,0.029890935564231325,0.03575405190672172,0.43308539057177264,0.4657540519067217,0.24489093556423133
115.0,98.07181000630752,80.0461684270901,16.928189993692484,16.928189993692484,34.953831572909905,34.953831572909905,-18.025641579217417,18.025641579217417,0.0,-1,C,34.953831572909905,0.0,5.4961194620316486e-17,0.4397677253290304,-0.004211815839969574,0.03172564996306906,0.03172564996306906,0.03593746580303863,0.43976772532903036,0.46593746580303863,0.24672564996306906
115.5,98.07181000630752,79.99926254240775,17.42818999369248,17.42818999369248,35.50073745759225,35.50073745759225,-18.072547463899767,18.072547463899767,0.0,-1,C,35.50073745759225,0.0,7.055029298132144e-17,0.44644220229253767,-0.0025104065471942836,0.03361054282390055,0.03361054282390055,0.036120949371094835,0.4464422022925376,0.46612094937109483,0.24861054282390055
116.0,98.07181000630752,79.95165656661999,17.9281899936925,17.9281899936925,36.048343433380026,36.048343433380026,-18.120153439687524,18.120153439687524,0.0,-1,C,36.048343433380026,0.0,5.4961194620316486e-17,0.45310832942143586,-0.000759046464048876,0.03555232171521488,0.03555232171521488,0.03631136817926375,0.4531083294214358,0.4663113681792638,0.25055232171521485
116.5,98.07181000630752,79.90335223984378,18.428189993692495,18.428189993692495,36.596647760156216,36.596647760156216,-18.168457766463725,18.168457766463725,0.0,-1,C,36.59664776015622,0.0,7.055029298132144e-17,0.4597656146472055,1.0212784006013049e-16,0.03754619165181615,0.03754619165181615,0.037546191651816045,0.45976561464720545,0.46754619165181605,0.25254619165181613
117.0,98.07181000630752,79.85435140075926,18.928189993692488,18.928189993692488,37.14564859924075,37.14564859924075,-18.21745860554826,18.21745860554826,0.0,-1,C,37.14564859924075,0.0,5.4961194620316486e-17,0.46641356589814204,-7.794549180502477e-18,0.039589670669972,0.039589670669972,0.03958967066997201,0.466413565898142,0.469589670669972,0.254589670669972
117.5,98.07181000630752,79.8046559875982,19.42818999369248,19.42818999369248,37.695344012401804,37.695344012401804,-18.26715401870932,18.26715401870932,-5.551115123125783e-17,-1,C,37.69534401240181,0.0,0.0,0.4730516911239807,0.0,0.041691824496788606,0.041691824496788606,0.041691824496788606,0.4730516911239807,0.4716918244967886,0.2566918244967886
118.0,98.07181000630752,79.75426803911903,19.928189993692502,19.928189993692502,38.24573196088099,38.24573196088099,-18.31754196718849,18.31754196718849,0.0,-1,C,38.245731960880995,0.0,5.4961194620316486e-17,0.47967949832068624,-7.794549180502477e-18,0.0438405718725479,0.0438405718725479,0.043840571872547904,0.4796794983206862,0.4738405718725479,0.2588405718725479
118.5,98.07181000630752,79.7031896955671,20.428189993692495,20.428189993692495,38.79681030443291,38.79681030443291,-18.36862031074041,18.36862031074041,0.0,-1,C,38.79681030443292,0.0,1.0992238924063297e-16,0.48629649555541443,-1.5589098361004953e-17,0.04604719445639059,0.04604719445639059,0.046047194456390605,0.4862964955554143,0.4760471944563906,0.2610471944563906
119.0,98.07181000630752,79.65142319961987,20.92818999369249,20.92818999369249,39.34857680038014,39.34857680038014,-18.420386806687645,18.420386806687645,0.0,-1,C,39.348576800380144,0.0,1.2551148760163792e-16,0.4929021909916566,9.433329087962803e-17,0.04830165745507908,0.04830165745507908,0.048301657455078986,0.4929021909916565,0.47830165745507897,0.26330165745507905
119.5,98.07181000630752,79.598970897316,21.428189993692484,21.428189993692484,39.901029102684,39.901029102684,-18.472839108991515,18.472839108991515,0.0,-1,C,39.901029102684,0.0,1.0992238924063297e-16,0.499496092914571,-1.5589098361004953e-17,0.050611619819640644,0.050611619819640644,0.05061161981964066,0.49949609291457087,0.4806116198196406,0.26561161981964065
120.0,98.07181000630752,79.54583523896731,21.92818999369248,21.92818999369248,40.45416476103267,40.45416476103267,-18.52597476734019,18.52597476734019,0.0,-1,C,40.45416476103268,0.0,1.0992238924063297e-16,0.506077709756518,-1.5589098361004953e-17,0.05297027494056807,0.05297027494056807,0.052970274940568086,0.5060777097565179,0.4829702749405681,0.2679702749405681
120.5,98.07181000630752,79.492018780053,22.428189993692502,22.428189993692502,41.00798121994701,41.00798121994701,-18.57979122625451,18.57979122625451,-5.551115123125783e-17,-1,C,41.00798121994701,0.0,1.0992238924063297e-16,0.5126465501228071,-1.5589098361004953e-17,0.05538398046124639,0.05538398046124639,0.0553839804612464,0.512646550122807,0.4853839804612464,0.2703839804612464
121.0,98.07181000630752,79.43752418209513,22.928189993692495,22.928189993692495,41.562475817904875,41.562475817904875,-18.63428582421238,18.63428582421238,-5.551115123125783e-17,-1,C,41.562475817904875,0.0,7.055029298132144e-17,0.5192021228176569,1.0212784006013049e-16,0.05784499152874192,0.05784499152874192,0.05784499152874181,0.5192021228176568,0.48784499152874183,0.2728449915287419
121.5,98.07181000630752,79.3823542135146,23.428189993692488,23.428189993692488,42.1176457864854,42.1176457864854,-18.689455792792913,18.689455792792913,0.0,-1,C,42.1176457864854,0.0,5.4961194620316486e-17,0.5257439368703927,-7.794549180502477e-18,0.06036271436844805,0.06036271436844805,0.060362714368448055,0.5257439368703927,0.490362714368448,0.27536271436844806
122.0,98.07181000630752,79.32651175046645,23.92818999369248,23.92818999369248,42.67348824953354,42.67348824953354,-18.745298255841057,18.745298255841057,0.0,-1,C,42.67348824953354,0.0,5.4961194620316486e-17,0.5322715015618796,-7.794549180502477e-18,0.06292393013742999,0.06292393013742999,0.06292393013743,0.5322715015618796,0.49292393013742997,0.27792393013743
122.5,98.07181000630752,79.2699997776542,24.428189993692502,24.428189993692502,43.23000022234581,43.23000022234581,-18.801810228653302,18.801810228653302,0.0,-1,C,43.23000022234581,0.0,5.4961194620316486e-17,0.5387843264512041,-7.794549180502477e-18,0.06554581431072033,0.06554581431072033,0.06554581431072035,0.5387843264512041,0.4955458143107203,0.28054581431072034
123.0,98.07181000630752,79.2128213891215,24.928189993692495,24.928189993692495,43.7871786108785,43.7871786108785,-18.858988617186004,18.858988617186004,0.0,-1,C,43.7871786108785,0.0,7.055029298132144e-17,0.5452819214026156,1.0212784006013049e-16,0.06821082937259854,0.06821082937259854,0.06821082937259844,0.5452819214026154,0.4982108293725984,0.28321082937259856
123.5,98.07181000630752,79.1549797890206,25.42818999369249,25.42818999369249,44.345020210979406,44.345020210979406,-18.91683021728691,18.91683021728691,0.0,-1,C,44.345020210979406,0.0,0.0,0.5517637966127439,0.0,0.0709308246650766,0.0709308246650766,0.0709308246650766,0.5517637966127439,0.5009308246650765,0.2859308246650766
124.0,98.07181000630752,79.09647829235718,25.92818999369248,25.92818999369248,44.90352170764282,44.90352170764282,-18.975331713950332,18.975331713950332,-5.551115123125783e-17,-1,C,44.903521707642824,0.0,5.4961194620316486e-17,0.5582294626380833,-7.794549180502477e-18,0.07370011534317018,0.07370011534317018,0.0737001153431702,0.5582294626380833,0.5037001153431702,0.2887001153431702
124.5,98.07181000630752,79.03732032570952,26.42818999369248,26.42818999369248,45.46267967429047,45.46267967429047,-19.034489680597993,19.034489680597993,0.0,-1,C,45.46267967429048,0.0,5.4961194620316486e-17,0.5646784304227789,-7.794549180502477e-18,0.07651483841228299,0.07651483841228299,0.076514838412283,0.5646784304227789,0.506514838412283,0.291514838412283
125.0,98.07181000630752,78.97750942792241,26.9281899936925,26.9281899936925,46.022490572077594,46.022490572077594,-19.094300578385095,19.094300578385095,5.551115123125783e-17,-1,C,46.022490572077594,0.0,1.2551148760163792e-16,0.5711102113267016,9.433329087962803e-17,0.07938825163156929,0.07938825163156929,0.07938825163156919,0.5711102113267015,0.5093882516315692,0.2943882516315693
125.5,98.07181000630752,78.91704925077335,27.428189993692495,27.428189993692495,46.58295074922667,46.58295074922667,-19.15476075553417,19.15476075553417,0.0,-1,C,46.58295074922667,0.0,1.5589098361004953e-17,0.5775243171538417,1.0992238924063297e-16,0.08230478957128608,0.08230478957128608,0.08230478957128597,0.5775243171538417,0.512304789571286,0.2973047895712861
126.0,98.07181000630752,78.85594355961166,27.928189993692488,27.928189993692488,47.14405644038834,47.14405644038834,-19.215866446695856,19.215866446695856,0.0,-1,C,47.14405644038834,0.0,1.2551148760163792e-16,0.5839202601810141,9.433329087962803e-17,0.08527174429087214,0.08527174429087214,0.08527174429087205,0.583920260181014,0.5152717442908721,0.3002717442908721
126.5,98.07181000630752,78.79419623396835,28.42818999369248,28.42818999369248,47.70580376603164,47.70580376603164,-19.277613772339155,19.277613772339155,-1.1102230246251565e-16,-1,C,47.705803766031636,0.0,0.0,0.5902975531868971,0.0,0.08829214280727658,0.08829214280727658,0.08829214280727658,0.5902975531868971,0.5182921428072765,0.30329214280727657
127.0,98.07181000630752,78.73181126813672,28.928189993692502,28.928189993692502,48.26818873186329,48.26818873186329,-19.339998738170788,19.339998738170788,0.0,-1,C,48.26818873186329,0.0,7.055029298132144e-17,0.5966557094814052,1.0212784006013049e-16,0.09135550225655667,0.09135550225655667,0.09135550225655657,0.5966557094814051,0.5213555022565566,0.30635550225655667
127.5,98.07181000630752,78.66879277172154,29.428189993692495,29.428189993692495,48.831207228278465,48.831207228278465,-19.403017234585967,19.403017234585967,0.0,-1,C,48.83120722827847,0.0,1.2551148760163792e-16,0.6029942429354179,9.433329087962803e-17,0.09447044742856485,0.09447044742856485,0.09447044742856475,0.6029942429354178,0.5244704474285647,0.30947044742856483
128.0,98.07181000630752,78.60514497015755,29.92818999369249,29.92818999369249,49.394855029842454,49.394855029842454,-19.46666503614996,19.46666503614996,0.0,-1,C,49.394855029842454,0.0,7.055029298132144e-17,0.6093126680108576,1.0212784006013049e-16,0.09763719445542185,0.09763719445542185,0.09763719445542175,0.6093126680108575,0.5276371944554218,0.3126371944554218
128.5,98.07181000630752,78.54087220519486,30.428189993692484,30.428189993692484,49.959127794805134,49.959127794805134,-19.530937801112653,19.530937801112653,0.0,-1,C,49.959127794805134,0.0,1.2551148760163792e-16,0.6156104997911396,9.433329087962803e-17,0.10084668235903381,0.10084668235903381,0.10084668235903371,0.6156104997911395,0.5308466823590337,0.3158466823590338
129.0,98.07181000630752,78.47597893535092,30.92818999369248,30.92818999369248,50.52402106464907,50.52402106464907,-19.595831070956592,19.595831070956592,0.0,-1,C,50.52402106464907,0.0,1.0992238924063297e-16,0.6218872540119984,-1.5589098361004953e-17,0.10410467084049026,0.10410467084049026,0.10410467084049027,0.6218872540119983,0.5341046708404903,0.31910467084049027
129.5,98.07181000630752,78.41046973632811,31.4281899936925,31.4281899936925,51.089530263671904,51.089530263671904,-19.661340269979405,19.661340269979405,0.0,-1,C,51.089530263671904,0.0,1.0992238924063297e-16,0.6281424470927002,-1.5589098361004953e-17,0.10741686170181314,0.10741686170181314,0.10741686170181315,0.6281424470927001,0.5374168617018131,0.32241686170181316
130.0,98.07181000630752,78.34434930139626,31.9281899936925,31.9281899936925,51.65565069860374,51.65565069860374,-19.727460704911245,19.727460704911245,1.1102230246251565e-16,-1,C,51.65565069860374,0.0,5.4961194620316486e-17,0.6343755961676437,-7.794549180502477e-18,0.11077151727042159,0.11077151727042159,0.1107715172704216,0.6343755961676437,0.5407715172704216,0.3257715172704216
130.5,98.07181000630752,78.27762244173842,32.42818999369249,32.42818999369249,52.222377558261584,52.222377558261584,-19.7941875645691,19.7941875645691,0.0,-1,C,52.222377558261584,0.0,5.4961194620316486e-17,0.6405862191183743,-7.794549180502477e-18,0.11416841995098155,0.11416841995098155,0.11416841995098156,0.6405862191183743,0.5441684199509815,0.32916841995098156
131.0,98.07181000630752,78.21029408675965,32.928189993692484,32.928189993692484,52.789705913240354,52.789705913240354,-19.86151591954787,19.86151591954787,0.0,-1,C,52.78970591324035,0.0,5.4961194620316486e-17,0.6467738346060027,-7.794549180502477e-18,0.11762335433225975,0.11762335433225975,0.11762335433225976,0.6467738346060027,0.5476233543322597,0.33262335433225976
131.5,98.07181000630752,78.14236928435783,33.428189993692506,33.428189993692506,53.35763071564219,53.35763071564219,-19.929440721949685,19.929440721949685,0.0,-1,C,53.357630715642195,0.0,1.2551148760163792e-16,0.6529379621040454,9.433329087962803e-17,0.12112194899061358,0.12112194899061358,0.12112194899061349,0.6529379621040453,0.5511219489906135,0.3361219489906136
132.0,98.07181000630752,78.07385320115519,33.9281899936925,33.9281899936925,53.926146798844826,53.926146798844826,-19.997956805152327,19.997956805152327,0.0,-1,C,53.926146798844826,0.0,5.4961194620316486e-17,0.6590781219316936,-7.794549180502477e-18,0.12466244599512258,0.12466244599512258,0.12466244599512259,0.6590781219316936,0.5546624459951226,0.3396624459951226
132.5,98.07181000630752,78.0047511226901,34.42818999369249,34.42818999369249,54.49524887730991,54.49524887730991,-20.06705888361742,20.06705888361742,0.0,-1,C,54.49524887730992,0.0,1.2551148760163792e-16,0.6651938352875187,9.433329087962803e-17,0.12824763412078102,0.12824763412078102,0.12824763412078094,0.6651938352875186,0.5582476341207809,0.343247634120781
133.0,98.07181000630752,77.93506845356778,34.928189993692484,34.928189993692484,55.06493154643221,55.06493154643221,-20.136741552739725,20.136741552739725,0.0,-1,C,55.06493154643222,0.0,5.4961194620316486e-17,0.6712846242836212,-7.794549180502477e-18,0.13188867185255645,0.13188867185255645,0.13188867185255645,0.6712846242836212,0.5618886718525564,0.34688867185255645
133.5,98.07181000630752,77.86481071756994,35.42818999369248,35.42818999369248,55.63518928243006,55.63518928243006,-20.20699928873758,20.20699928873758,0.0,-1,C,55.63518928243006,0.0,1.5589098361004953e-17,0.6773500119802259,1.0992238924063297e-16,0.13557121183135112,0.13557121183135112,0.135571211831351,0.6773500119802259,0.565571211831351,0.3505712118313511
134.0,98.07181000630752,77.79398355772099,35.92818999369249,35.92818999369249,56.206016442279015,56.206016442279015,-20.277826448586517,20.277826448586517,-1.1102230246251565e-16,-1,C,56.20601644227902,0.0,1.5589098361004953e-17,0.6833895224207418,1.0992238924063297e-16,0.1392950071577897,0.1392950071577897,0.13929500715778959,0.6833895224207418,0.5692950071577896,0.3542950071577897
134.5,98.07181000630752,77.72259273631171,36.42818999369249,36.42818999369249,56.777407263688296,56.777407263688296,-20.3492172699958,20.3492172699958,0.0,-1,C,56.77740726368829,0.0,2.5102297520327584e-16,0.6894026806672784,1.8866658175925605e-16,0.14306113191195172,0.14306113191195172,0.14306113191195152,0.6894026806672782,0.5730611319119515,0.3580611319119517
135.0,98.07181000630752,77.65064413487787,36.92818999369249,36.92818999369249,57.349355865122135,57.349355865122135,-20.421165871429647,20.421165871429647,0.0,-1,C,57.349355865122135,0.0,1.5589098361004953e-17,0.6953890128366395,1.0992238924063297e-16,0.1468838973362386,0.1468838973362386,0.1468838973362385,0.6953890128366395,0.5768838973362385,0.3618838973362386
135.5,98.07181000630752,77.57814375413473,37.428189993692484,37.428189993692484,57.92185624586527,57.92185624586527,-20.493666252172787,20.493666252172787,0.0,-1,C,57.92185624586527,0.0,1.5589098361004953e-17,0.7013480461367849,1.0992238924063297e-16,0.15074745083475416,0.15074745083475416,0.15074745083475405,0.7013480461367849,0.5807474508347541,0.36574745083475413
