theta0_degrees,theta_tangent_degrees,theta_error_degrees,theta_error_abs_degrees,tau0,family_plain,forward_arc_iota_degrees,backward_arc_iota_degrees,s_min,s_max,q_min,q_max,q_abs_max,lateral_width_reference,longitudinal_width_reference,required_corridor_width,candidate_disk_distance_max,candidate_disk_residual_max
220.5,79.66839610098606,140.83160389901394,140.83160389901394,-1,CbC,90.00000000000001,50.831603899013956,-1.0922221597984864e-16,1.0019344756103026,-0.5676657218860305,0.16452936679895053,0.5676657218860305,0.7321950886849811,1.0019344756103026,1.162195088684981,0.732195088684981,1.1102230246251565e-16
221.0,79.71116865843348,141.28883134156652,141.28883134156652,-1,CbC,90.00000000000003,51.2888313415665,-1.191519199644212e-16,1.0064791956156327,-0.5713380616440614,0.1608570270409198,0.5713380616440614,0.7321950886849813,1.006479195615633,1.1621950886849812,0.732195088684981,1.1102230246251565e-16
221.5,79.75354796641706,141.74645203358295,141.74645203358295,-1,CbC,90.00000000000001,51.74645203358292,-1.9748936896487573e-17,1.0110570226727926,-0.5749771288901143,0.15721795979486655,0.5749771288901143,0.7321950886849808,1.0110570226727926,1.1621950886849808,0.7321950886849808,0.0
222.0,79.79553070821773,142.2044692917823,142.2044692917823,-1,CbC,90.00000000000001,52.20446929178228,-1.1910056797452113e-16,1.0156677731757822,-0.5785826231996619,0.15361246548531893,0.5785826231996619,0.7321950886849808,1.0156677731757824,1.1621950886849808,0.732195088684981,1.1102230246251565e-16
222.5,79.83711356614246,142.66288643385752,142.66288643385752,-1,CbC,90.00000000000001,52.662886433857516,-1.9589572924222566e-17,1.0203112610598681,-0.5821542441512041,0.15004084453377692,0.5821542441512041,0.7321950886849811,1.0203112610598681,1.162195088684981,0.7321950886849808,0.0
223.0,79.87829322163897,143.12170677836102,143.12170677836102,-1,CbC,90.00000000000003,53.121706778360966,0.0,1.024987297780666,-0.5856916913385761,0.1465033973464051,0.5856916913385761,0.7321950886849813,1.024987297780666,1.1621950886849812,0.7321950886849808,0.0
223.5,79.91906635541493,143.5809336445851,143.5809336445851,-1,CbC,89.99999999999999,53.580933644585116,-1.9433244191321042e-17,1.0296956922930618,-0.5891946643836277,0.14300042430135285,0.5891946643836277,0.7321950886849805,1.0296956922930618,1.1621950886849806,0.7321950886849808,0.0
224.0,79.95942964756156,144.04057035243844,144.04057035243844,-1,CbC,90.00000000000003,54.040570352438415,1.2867818045979757e-16,1.0344362510299674,-0.5926628629492735,0.1395322257357079,0.5926628629492735,0.7321950886849814,1.0344362510299672,1.1621950886849814,0.7321950886849808,0.0
224.5,79.99937977768273,144.50062022231728,144.50062022231728,-1,CbC,90.00000000000001,54.50062022231724,1.2861541957565248e-16,1.0392087778809294,-0.5960959867529348,0.13609910193204625,0.5960959867529348,0.7321950886849811,1.0392087778809291,1.162195088684981,0.732195088684981,1.1102230246251565e-16
225.0,80.0389134250278,144.9610865749722,144.9610865749722,-1,CbC,90.00000000000001,54.96108657497217,1.2855325142284124e-16,1.0440130741705786,-0.5994937355803662,0.13270135310461478,0.5994937355803662,0.7321950886849811,1.0440130741705784,1.162195088684981,0.7321950886849807,-1.1102230246251565e-16
225.5,80.07802726863027,145.42197273136975,145.42197273136975,-1,CbC,90.00000000000001,55.421972731369735,-1.0936177735698625e-16,1.0488489386369213,-0.6028558092998831,0.12933927938509776,0.6028558092998831,0.7321950886849808,1.0488489386369213,1.1621950886849808,0.732195088684981,1.1102230246251565e-16
226.0,80.1167179874507,145.88328201254933,145.88328201254933,-1,CbC,90.00000000000001,55.883282012549266,-1.0937467047242516e-16,1.0537161674094877,-0.6061819078769929,0.12601318080798812,0.6061819078769929,0.7321950886849811,1.0537161674094877,1.162195088684981,0.732195088684981,1.1102230246251565e-16
226.5,80.1549822605252,146.34501773947483,146.34501773947483,-1,CbC,90.00000000000001,56.34501773947479,-1.0938737242738847e-16,1.0586145539873337,-0.6094717313894443,0.12272335729553675,0.6094717313894443,0.7321950886849811,1.0586145539873337,1.162195088684981,0.732195088684981,1.1102230246251565e-16
227.0,80.19281676711864,146.80718323288133,146.80718323288133,-1,CbC,89.99999999999999,56.80718323288138,-1.8910766226893277e-17,1.0635438892168938,-0.6127249800426898,0.1194701086422907,0.6127249800426898,0.7321950886849805,1.0635438892168938,1.1621950886849806,0.7321950886849808,0.0
227.5,80.23021818688322,147.26978181311677,147.26978181311677,-1,CbC,90.00000000000001,57.26978181311676,-1.282515533466465e-16,1.0685039612696923,-0.6159413541857841,0.11625373449919685,0.6159413541857841,0.732195088684981,1.0685039612696925,1.162195088684981,0.732195088684981,1.1102230246251565e-16
228.0,80.26718320002239,147.73281679997763,147.73281679997763,-1,CbC,90.00000000000003,57.732816799977606,-7.348092425904608e-17,1.0734945556199242,-0.6191205543277157,0.11307453435726536,0.6191205543277157,0.7321950886849811,1.0734945556199242,1.162195088684981,0.732195088684981,1.1102230246251565e-16
228.5,80.30370848745996,148.19629151254003,148.19629151254003,-1,CbC,90.00000000000006,58.19629151253999,-1.0943627921117464e-16,1.0785154550218903,-0.6222622811541809,0.1099328075308007,0.6222622811541809,0.7321950886849816,1.0785154550218903,1.1621950886849817,0.732195088684981,1.1102230246251565e-16
229.0,80.33979073101497,148.66020926898503,148.66020926898503,-1,CbC,90.00000000000003,58.66020926898501,-7.335409060656954e-17,1.0835664394873104,-0.6253662355448144,0.10682885314016675,0.6253662355448144,0.7321950886849812,1.0835664394873104,1.1621950886849812,0.732195088684981,1.1102230246251565e-16
229.5,80.3754266135814,149.12457338641863,149.12457338641863,-1,CbC,90.00000000000001,59.124573386418604,-1.8561997689549822e-17,1.0886472862625065,-0.6284321185908766,0.10376297009410444,0.6284321185908766,0.732195088684981,1.0886472862625065,1.162195088684981,0.7321950886849808,0.0
230.0,80.41061281931438,149.5893871806856,149.5893871806856,-1,CbC,90.00000000000003,59.58938718068557,-7.323026234332125e-17,1.0937577698054557,-0.6314596316134106,0.10073545707157018,0.6314596316134106,0.7321950886849807,1.0937577698054557,1.1621950886849808,0.732195088684981,1.1102230246251565e-16
230.5,80.44534603382161,150.0546539661784,150.0546539661784,-1,CbC,90.00000000000001,60.054653966178414,-5.4741084737982505e-17,1.0988976617627362,-0.6344484761818797,0.09774661250310128,0.6344484761818797,0.732195088684981,1.0988976617627362,1.162195088684981,0.732195088684981,1.1102230246251565e-16
231.0,80.47962294436043,150.52037705563956,150.52037705563956,-1,CbC,89.99999999999996,60.52037705563957,-7.310949455939265e-17,1.104066730946344,-0.6373983541332796,0.09479673455170066,0.6373983541332796,0.7321950886849803,1.104066730946344,1.1621950886849803,0.732195088684981,1.1102230246251565e-16
231.5,80.51344024004118,150.98655975995882,150.98655975995882,-1,CbC,89.99999999999999,60.98655975995885,0.0,1.1092647433104126,-0.6403089675917588,0.09188612109322186,0.6403089675917588,0.7321950886849806,1.1092647433104126,1.1621950886849806,0.7321950886849812,3.3306690738754696e-16
232.0,80.54679461203624,151.45320538796378,151.45320538796378,-1,CbC,90.00000000000001,61.45320538796376,-7.299184221610707e-17,1.1144914619278106,-0.6431800189887269,0.08901506969625393,0.6431800189887269,0.7321950886849808,1.1144914619278106,1.1621950886849808,0.732195088684981,1.1102230246251565e-16
232.5,80.57968275379515,151.92031724620483,151.92031724620483,-1,CbC,90.00000000000001,61.9203172462048,0.0,1.119746646966655,-0.6460112110834852,0.08618387760149554,0.6460112110834852,0.7321950886849808,1.119746646966655,1.1621950886849808,0.7321950886849808,0.0
