theta0_degrees,theta_reference_degrees,theta_segment_degrees,delta_reference_degrees,delta_reference_abs_degrees,delta_segment_degrees,delta_segment_abs_degrees,segment_reference_error_degrees,segment_reference_error_abs_degrees,angle_decomposition_residual,tau0,tau1,family_plain,forward_arc_iota_degrees,backward_arc_iota_degrees,s_ref_min,s_ref_max,q_ref_min,q_ref_max,q_ref_abs_max,lateral_path_width,longitudinal_path_width,required_strip_width
26.5,81.5793815929504,85.69971547095378,-55.0793815929504,55.0793815929504,-59.19971547095376,59.19971547095376,4.120333878003371,4.120333878003371,-1.1102230246251565e-16,1,1,C,59.19971547095376,0.0,-2.684248881411144e-16,0.6529696438549513,-0.31305613934716997,2.9696035223485343e-16,0.31305613934716997,0.31305613934717025,0.6529696438549515,0.7430561393471702
27.0,81.5793815929504,85.62778454142628,-54.5793815929504,54.5793815929504,-58.62778454142628,58.62778454142628,4.048402948475878,4.048402948475878,0.0,1,1,C,58.62778454142628,0.0,-1.1795444715104672e-16,0.6483722710580669,-0.307832461969991,3.865472742613525e-17,0.307832461969991,0.30783246196999103,0.648372271058067,0.737832461969991
27.5,81.5793815929504,85.5563444221656,-54.0793815929504,54.0793815929504,-58.05634442216561,58.05634442216561,3.9769628292152013,3.9769628292152013,1.1102230246251565e-16,1,1,C,58.05634442216561,0.0,-2.7655388660086967e-16,0.6437356343726542,-0.30264089322845356,3.5187307658049917e-16,0.30264089322845356,0.3026408932284539,0.6437356343726545,0.7326408932284538
28.0,81.5793815929504,85.48540196773902,-53.5793815929504,53.5793815929504,-57.48540196773902,57.48540196773902,3.906020374788624,3.906020374788624,0.0,1,1,C,57.48540196773902,0.0,-1.6257996919510486e-17,0.6390601079926689,-0.2974818381184795,1.0982544869129148e-16,0.2974818381184795,0.2974818381184796,0.6390601079926689,0.7274818381184796
28.5,81.5793815929504,85.41496392442946,-53.0793815929504,53.0793815929504,-56.91496392442945,56.91496392442945,3.835582331479052,3.835582331479052,0.0,1,1,C,56.91496392442946,0.0,-1.6257996919510486e-17,0.6343460681302162,-0.2923556991725775,1.0982544869129148e-16,0.2923556991725775,0.2923556991725776,0.6343460681302162,0.7223556991725776
29.0,81.5793815929504,85.34503692947155,-52.5793815929504,52.5793815929504,-56.34503692947155,56.34503692947155,3.765655336521147,3.765655336521147,0.0,1,1,C,56.34503692947155,0.0,-2.7655388660086967e-16,0.6295938929825446,-0.2872628764199456,3.5187307658049917e-16,0.2872628764199456,0.2872628764199459,0.6295938929825449,0.7172628764199459
29.5,81.5793815929504,85.27562751033706,-52.0793815929504,52.0793815929504,-55.77562751033705,55.77562751033705,3.6962459173866593,3.6962459173866593,0.0,1,1,C,55.77562751033705,0.0,-1.6257996919510486e-17,0.6248039626994879,-0.28220376734681096,1.0982544869129148e-16,0.28220376734681096,0.2822037673468111,0.6248039626994879,0.7122037673468111
30.0,81.5793815929504,85.20674208407038,-51.579381592950405,51.579381592950405,-55.20674208407038,55.20674208407038,3.6273604911199793,3.6273604911199793,-1.1102230246251565e-16,1,1,C,55.20674208407038,0.0,-2.684248881411144e-16,0.6199766593513575,-0.2771787668570213,2.9696035223485343e-16,0.2771787668570213,0.2771787668570216,0.6199766593513577,0.7071787668570215
30.5,81.5793815929504,85.13838695667313,-51.0793815929504,51.0793815929504,-54.63838695667313,54.63838695667313,3.5590053637227292,3.5590053637227292,0.0,1,1,C,54.63838695667313,0.0,-1.6257996919510486e-17,0.6151123668973034,-0.27219175865206097,1.0982544869129148e-16,0.27219175865206097,0.2721917586520611,0.6151123668973034,0.7021917586520611
31.0,81.5793815929504,85.07056832253771,-50.5793815929504,50.5793815929504,-54.0705683225377,54.0705683225377,3.491186729587305,3.491186729587305,0.0,1,1,C,54.0705683225377,0.0,-8.128998459755243e-18,0.6102114711541041,-0.26723983321180855,5.491272434564574e-17,0.26723983321180855,0.2672398332118086,0.6102114711541041,0.6972398332118086
